Iteration,Accuracy,Player 1 Wins,Player 2 Wins,Nobody Wins
0,0.444,5,0,5
1,0.556,5,1,4
2,0.611,9,0,1
3,0.778,10,0,0
4,0.5,10,0,0
5,0.889,10,0,0
6,0.5,7,1,2
7,0.722,10,0,0
8,0.667,10,0,0
9,0.611,9,0,1
