Iteration,Accuracy,Player 1 Wins,Player 2 Wins,Nobody Wins
0,0.111,0,1,9
1,0.222,9,0,1
2,0.222,10,0,0
3,0.167,8,0,2
4,0.111,10,0,0
5,0.167,10,0,0
6,0.056,9,0,1
7,0.278,8,0,2
8,0.111,10,0,0
9,0.0,9,0,1
10,0.111,10,0,0
11,0.056,8,0,2
12,0.222,8,0,2
13,0.111,7,0,3
14,0.056,9,1,0
15,0.167,8,0,2
16,0.222,8,0,2
17,0.056,10,0,0
18,0.056,9,0,1
19,0.056,8,1,1
