Iteration,Accuracy,Player 1 Wins,Player 2 Wins,Nobody Wins
0,0.095,6,4,0
1,0.286,10,0,0
2,0.23,10,0,0
3,0.308,10,0,0
4,0.316,8,2,0
5,0.339,9,0,1
6,0.314,8,2,0
7,0.316,10,0,0
8,0.345,10,0,0
9,0.382,10,0,0
10,0.414,9,1,0
11,0.441,10,0,0
12,0.435,8,2,0
13,0.453,6,3,1
14,0.433,8,2,0
15,0.424,9,1,0
16,0.452,9,0,1
17,0.479,6,3,1
18,0.474,10,0,0
19,0.443,8,2,0
