Iteration,Accuracy,Player 1 Wins,Player 2 Wins,Nobody Wins
0,0.333,3,7,0
1,0.342,10,0,0
2,0.322,9,1,0
3,0.407,9,1,0
4,0.441,10,0,0
5,0.435,9,0,1
6,0.49,10,0,0
7,0.533,9,0,1
8,0.508,7,1,2
9,0.471,7,1,2
10,0.543,10,0,0
11,0.447,8,2,0
12,0.477,9,0,1
13,0.528,10,0,0
14,0.536,9,0,1
15,0.554,8,2,0
16,0.506,8,1,1
17,0.521,8,2,0
18,0.51,9,0,1
19,0.566,8,0,2
