Iteration,Accuracy,Player 1 Wins,Player 2 Wins,Nobody Wins
0,0,3,3,4
1,0,3,3,4
2,0,2,1,7
3,0,3,3,4
4,0,2,4,4
5,0,2,4,4
6,0,2,1,7
7,0,2,3,5
8,0,2,1,7
9,0,2,0,8
10,0,2,3,5
11,0,5,1,4
12,0,4,1,5
13,0,1,2,7
14,0,1,3,6
15,0,3,0,7
16,0,0,5,5
17,0,2,3,5
18,0,2,2,6
19,0,4,2,4
