Iteration,Accuracy,Player 1 Wins,Player 2 Wins,Nobody Wins
0,0.389,3,3,4
1,0.222,8,0,2
2,0.296,9,1,0
3,0.278,10,0,0
4,0.367,8,0,2
5,0.352,10,0,0
6,0.373,10,0,0
7,0.368,9,0,1
8,0.377,9,0,1
9,0.339,9,0,1
10,0.374,10,0,0
11,0.449,10,0,0
12,0.397,10,0,0
13,0.381,10,0,0
14,0.381,10,0,0
15,0.41,10,0,0
16,0.418,9,0,1
17,0.41,10,0,0
18,0.43,10,0,0
19,0.389,10,0,0
