Iteration,Accuracy,Player 1 Wins,Player 2 Wins,Nobody Wins
0,0,6,3,11
1,0,5,6,9
2,0,8,4,8
3,0,4,7,9
4,0,6,6,8
5,0,2,9,9
6,0,6,5,9
7,0,6,6,8
8,0,7,4,9
9,0,4,6,10
