Iteration,Accuracy,Player 1 Wins,Player 2 Wins,Nobody Wins
0,0.333,2,8,0
1,0.727,10,0,0
2,0.636,9,1,0
3,0.818,9,1,0
4,0.833,9,1,0
5,0.7,10,0,0
6,0.4,10,0,0
7,0.7,9,1,0
8,0.8,9,1,0
9,0.8,10,0,0
10,1.0,8,2,0
11,0.8,10,0,0
12,0.7,9,1,0
13,0.818,10,0,0
14,0.6,9,1,0
15,0.909,10,0,0
16,0.727,10,0,0
17,0.3,10,0,0
18,0.818,9,1,0
19,0.8,10,0,0
