Iteration,Accuracy,Player 1 Wins,Player 2 Wins,Nobody Wins
0,0.389,3,3,4
1,0.278,4,2,4
2,0.278,6,2,2
3,0.556,4,0,6
4,0.667,4,2,4
5,0.5,8,1,1
6,0.778,7,2,1
7,0.556,6,2,2
8,0.667,6,2,2
9,0.611,8,1,1
10,0.444,8,1,1
11,0.222,6,0,4
12,0.556,10,0,0
13,0.556,10,0,0
14,0.444,10,0,0
15,0.333,10,0,0
16,0.222,10,0,0
17,0.444,8,0,2
18,0.444,10,0,0
19,0.667,10,0,0
