Iteration,Accuracy,Player 1 Wins,Player 2 Wins,Nobody Wins
0,0.364,7,3,0
1,0.273,9,1,0
2,0.45,8,1,1
3,0.25,9,0,1
4,0.273,9,0,1
5,0.348,7,3,0
6,0.316,8,2,0
7,0.4,10,0,0
8,0.333,8,2,0
9,0.389,8,0,2
10,0.182,8,2,0
11,0.316,9,1,0
12,0.167,8,1,1
13,0.25,8,2,0
14,0.381,7,1,2
15,0.579,9,1,0
16,0.105,9,1,0
17,0.3,8,1,1
18,0.1,7,3,0
19,0.381,7,1,2
