Iteration,Accuracy,Player 1 Wins,Player 2 Wins,Nobody Wins
0,0.4,3,7,0
1,0.176,9,0,1
2,0.077,9,0,1
3,0.267,9,1,0
4,0.353,10,0,0
5,0.333,8,2,0
6,0.214,8,2,0
7,0.25,10,0,0
8,0.667,9,1,0
9,0.333,10,0,0
10,0.267,8,0,2
11,0.533,10,0,0
12,0.562,8,2,0
13,0.533,9,1,0
14,0.071,9,1,0
15,0.438,10,0,0
16,0.375,10,0,0
17,0.353,9,1,0
18,0.571,9,1,0
19,0.4,10,0,0
