Iteration,Accuracy,Player 1 Wins,Player 2 Wins,Nobody Wins
0,0,5,5,0
1,0,6,4,0
2,0,5,5,0
3,0,5,5,0
4,0,6,4,0
5,0,8,2,0
6,0,5,5,0
7,0,5,5,0
8,0,3,7,0
9,0,5,5,0
10,0,4,6,0
11,0,6,4,0
12,0,5,5,0
13,0,4,6,0
14,0,5,5,0
15,0,8,2,0
16,0,6,4,0
17,0,6,4,0
18,0,8,2,0
19,0,5,5,0
