Iteration,Accuracy,Player 1 Wins,Player 2 Wins,Nobody Wins
0,0.136,8,2,0
1,0.227,10,0,0
2,0.087,9,1,0
3,0.25,9,1,0
4,0.056,9,0,1
5,0.19,8,2,0
6,0.111,10,0,0
7,0.25,9,1,0
8,0.095,10,0,0
9,0.435,10,0,0
10,0.053,9,0,1
11,0.182,8,0,2
12,0.095,10,0,0
13,0.227,8,1,1
14,0.143,10,0,0
15,0.05,10,0,0
16,0.136,8,2,0
17,0.222,10,0,0
18,0.048,8,2,0
19,0.15,9,1,0
