Iteration,Accuracy,Player 1 Wins,Player 2 Wins,Nobody Wins
0,0.167,9,0,1
1,0.722,10,0,0
2,0.889,10,0,0
3,0.889,8,1,1
4,0.667,6,0,4
5,0.722,9,0,1
6,0.889,9,0,1
7,0.667,9,0,1
8,0.889,10,0,0
9,0.611,9,0,1
