Iteration,Accuracy,Player 1 Wins,Player 2 Wins,Nobody Wins
0,0.222,5,1,4
1,0.389,10,0,0
2,0.352,9,1,0
3,0.319,9,0,1
4,0.378,10,0,0
5,0.38,9,1,0
6,0.413,10,0,0
7,0.319,10,0,0
8,0.364,7,0,3
9,0.394,9,0,1
10,0.404,10,0,0
11,0.38,8,1,1
12,0.385,9,0,1
13,0.365,9,0,1
14,0.426,10,0,0
15,0.465,10,0,0
16,0.359,9,0,1
17,0.438,10,0,0
18,0.398,9,0,1
19,0.406,9,0,1
