Iteration,Accuracy,Player 1 Wins,Player 2 Wins,Nobody Wins
0,0,6,4,0
1,0,2,8,0
2,0,2,8,0
3,0,5,5,0
4,0,6,4,0
5,0,4,6,0
6,0,6,4,0
7,0,4,6,0
8,0,2,8,0
9,0,6,4,0
10,0,5,5,0
11,0,5,5,0
12,0,6,4,0
13,0,4,6,0
14,0,4,6,0
15,0,5,5,0
16,0,7,3,0
17,0,7,3,0
18,0,5,5,0
19,0,7,3,0
