Iteration,Accuracy,Player 1 Wins,Player 2 Wins,Nobody Wins
0,0.286,1,3,6
1,0.333,10,0,0
2,0.22,10,0,0
3,0.333,8,0,2
4,0.397,10,0,0
5,0.444,8,0,2
6,0.358,10,0,0
7,0.435,9,0,1
8,0.361,10,0,0
9,0.422,8,0,2
10,0.403,8,2,0
11,0.426,10,0,0
12,0.432,9,0,1
13,0.413,9,0,1
14,0.374,10,0,0
15,0.403,8,0,2
16,0.374,10,0,0
17,0.42,9,0,1
18,0.37,10,0,0
19,0.404,9,0,1
