Iteration,Accuracy,Player 1 Wins,Player 2 Wins,Nobody Wins
0,0,1,2,7
1,0,2,3,5
2,0,3,1,6
3,0,3,1,6
4,0,3,1,6
5,0,3,2,5
6,0,2,3,5
7,0,1,1,8
8,0,3,3,4
9,0,2,2,6
10,0,3,3,4
11,0,2,2,6
12,0,3,2,5
13,0,3,1,6
14,0,3,0,7
15,0,1,3,6
16,0,3,2,5
17,0,1,5,4
18,0,3,3,4
19,0,3,3,4
