Iteration,Accuracy,Player 1 Wins,Player 2 Wins,Nobody Wins
0,0.667,7,3,0
1,0.4,10,0,0
2,0.545,10,0,0
3,0.649,9,1,0
4,0.671,10,0,0
5,0.583,9,1,0
6,0.619,9,1,0
7,0.658,10,0,0
8,0.632,10,0,0
9,0.683,10,0,0
10,0.667,10,0,0
11,0.717,10,0,0
12,0.606,10,0,0
13,0.667,10,0,0
14,0.668,10,0,0
15,0.71,10,0,0
16,0.718,10,0,0
17,0.73,10,0,0
18,0.714,10,0,0
19,0.686,10,0,0
