Iteration,Accuracy,Player 1 Wins,Player 2 Wins,Nobody Wins
0,0.625,4,6,0
1,0.688,9,1,0
2,0.471,10,0,0
3,0.882,9,1,0
4,0.824,9,1,0
5,0.588,9,1,0
6,0.824,9,1,0
7,0.5,9,1,0
8,0.667,10,0,0
9,0.947,10,0,0
10,0.833,10,0,0
11,0.833,10,0,0
12,0.722,10,0,0
13,0.667,10,0,0
14,0.667,10,0,0
15,0.722,10,0,0
16,0.765,10,0,0
17,0.588,10,0,0
18,0.778,10,0,0
19,0.471,10,0,0
