Iteration,Accuracy,Player 1 Wins,Player 2 Wins,Nobody Wins
0,0.312,3,7,0
1,0.625,10,0,0
2,0.562,10,0,0
3,0.533,9,1,0
4,0.5,8,2,0
5,0.562,10,0,0
6,0.375,10,0,0
7,0.688,10,0,0
8,0.5,10,0,0
9,0.562,10,0,0
10,0.562,10,0,0
11,0.812,10,0,0
12,0.688,10,0,0
13,0.467,9,1,0
14,0.75,10,0,0
15,0.733,10,0,0
16,0.533,10,0,0
17,0.733,10,0,0
18,0.706,10,0,0
19,0.562,10,0,0
