Game,Step,Cell_0_0,Cell_0_1,Cell_0_2,Cell_0_3,Cell_1_0,Cell_1_1,Cell_1_2,Cell_1_3,Cell_2_0,Cell_2_1,Cell_2_2,Cell_2_3,Cell_3_0,Cell_3_1,Cell_3_2,Cell_3_3,Move,Agent
1809,3,0,0,0,2,0,1,2,1,1,1,1,0,0,0,0,0,30,2
1809,4,0,0,0,2,0,1,2,1,1,2,1,0,2,0,0,0,02,1
1809,5,0,0,1,2,0,1,1,1,1,2,1,0,2,0,0,0,23,2
1809,6,0,0,1,2,0,1,1,2,1,2,2,2,2,0,0,0,31,1
1809,7,0,0,1,2,0,1,1,2,1,1,2,2,2,1,0,0,10,2
1809,8,0,0,1,2,2,2,2,2,2,1,2,2,2,1,0,0,01,1
1809,9,0,1,1,2,2,1,2,2,2,1,2,2,2,1,0,0,00,2
1810,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,13,1
1810,1,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,0,03,2
1810,2,0,0,0,2,0,1,2,1,0,2,1,0,0,0,0,0,20,1
1810,3,0,0,0,2,0,1,2,1,1,1,1,0,0,0,0,0,30,2
1810,4,0,0,0,2,0,1,2,1,1,2,1,0,2,0,0,0,02,1
1810,5,0,0,1,2,0,1,1,1,1,2,1,0,2,0,0,0,23,2
1810,6,0,0,1,2,0,1,1,2,1,2,2,2,2,0,0,0,33,1
1810,7,0,0,1,2,0,1,1,2,1,2,1,2,2,0,0,1,10,2
1810,8,0,0,1,2,2,2,2,2,2,2,1,2,2,0,0,1,00,1
1810,9,1,0,1,2,2,1,2,2,2,2,1,2,2,0,0,1,31,2
1810,10,1,0,1,2,2,1,2,2,2,2,2,2,2,2,0,1,32,1
1810,11,1,0,1,2,2,1,1,2,2,2,1,2,2,2,1,1,01,2
1811,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,20,1
1811,1,0,0,0,0,0,1,2,0,1,1,1,0,0,0,0,0,30,2
1811,2,0,0,0,0,0,1,2,0,1,2,1,0,2,0,0,0,02,1
1811,3,0,0,1,0,0,1,1,0,1,2,1,0,2,0,0,0,03,2
1811,4,0,0,1,2,0,1,2,0,1,2,1,0,2,0,0,0,13,1
1811,5,0,0,1,2,0,1,1,1,1,2,1,0,2,0,0,0,01,2
1811,6,0,2,2,2,0,2,1,1,1,2,1,0,2,0,0,0,10,1
1811,7,0,2,2,2,1,1,1,1,1,2,1,0,2,0,0,0,32,2
1811,8,0,2,2,2,1,1,2,1,1,2,2,0,2,0,2,0,33,1
1811,9,0,2,2,2,1,1,2,1,1,2,1,0,2,0,2,1,00,2
1811,10,2,2,2,2,2,1,2,1,2,2,1,0,2,0,2,1,31,1
1811,11,2,2,2,2,2,1,2,1,2,1,1,0,2,1,1,1,23,2
1812,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,31,1
1812,1,0,0,0,0,0,1,2,0,0,1,1,0,0,1,0,0,30,2
1812,2,0,0,0,0,0,1,2,0,0,2,1,0,2,1,0,0,13,1
1812,3,0,0,0,0,0,1,1,1,0,2,1,0,2,1,0,0,03,2
1812,4,0,0,0,2,0,1,2,1,0,2,1,0,2,1,0,0,20,1
1812,5,0,0,0,2,0,1,2,1,1,1,1,0,2,1,0,0,32,2
1812,6,0,0,0,2,0,1,2,1,1,1,2,0,2,2,2,0,23,1
1812,7,0,0,0,2,0,1,2,1,1,1,1,1,2,2,2,0,33,2
1812,8,0,0,0,2,0,1,2,2,1,1,1,2,2,2,2,2,02,1
1812,9,0,0,1,2,0,1,1,2,1,1,1,2,2,2,2,2,01,2
1812,10,0,2,2,2,0,2,2,2,1,2,1,2,2,2,2,2,00,1
1812,11,1,2,2,2,0,1,2,2,1,2,1,2,2,2,2,2,10,2
1813,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,13,1
1813,1,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,0,03,2
1813,2,0,0,0,2,0,1,2,1,0,2,1,0,0,0,0,0,31,1
1813,3,0,0,0,2,0,1,2,1,0,1,1,0,0,1,0,0,30,2
1813,4,0,0,0,2,0,1,2,1,0,2,1,0,2,1,0,0,02,1
1813,5,0,0,1,2,0,1,1,1,0,2,1,0,2,1,0,0,23,2
1813,6,0,0,1,2,0,1,1,2,0,2,2,2,2,1,0,0,32,1
1813,7,0,0,1,2,0,1,1,2,0,2,1,2,2,1,1,0,01,2
1813,8,0,2,2,2,0,2,2,2,0,2,1,2,2,1,1,0,00,1
1813,9,1,2,2,2,0,1,2,2,0,2,1,2,2,1,1,0,33,2
1813,10,1,2,2,2,0,1,2,2,0,2,1,2,2,2,2,2,20,1
1813,11,1,2,2,2,0,1,2,2,1,1,1,2,2,2,2,2,10,2
1814,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,13,1
1814,1,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,0,03,2
1814,2,0,0,0,2,0,1,2,1,0,2,1,0,0,0,0,0,20,1
1814,3,0,0,0,2,0,1,2,1,1,1,1,0,0,0,0,0,30,2
1814,4,0,0,0,2,0,1,2,1,1,2,1,0,2,0,0,0,02,1
1814,5,0,0,1,2,0,1,1,1,1,2,1,0,2,0,0,0,01,2
1814,6,0,2,2,2,0,2,1,1,1,2,1,0,2,0,0,0,10,1
1814,7,0,2,2,2,1,1,1,1,1,2,1,0,2,0,0,0,00,2
1814,8,2,2,2,2,2,1,1,1,2,2,1,0,2,0,0,0,31,1
1814,9,2,2,2,2,2,1,1,1,2,1,1,0,2,1,0,0,32,2
1814,10,2,2,2,2,2,1,2,1,2,2,2,0,2,2,2,0,33,1
1814,11,2,2,2,2,2,1,2,1,2,2,1,0,2,2,2,1,23,2
1815,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,20,1
1815,1,0,0,0,0,0,1,2,0,1,1,1,0,0,0,0,0,30,2
1815,2,0,0,0,0,0,1,2,0,1,2,1,0,2,0,0,0,13,1
1815,3,0,0,0,0,0,1,1,1,1,2,1,0,2,0,0,0,03,2
1815,4,0,0,0,2,0,1,2,1,1,2,1,0,2,0,0,0,31,1
1815,5,0,0,0,2,0,1,2,1,1,1,1,0,2,1,0,0,32,2
1815,6,0,0,0,2,0,1,2,1,1,1,2,0,2,2,2,0,23,1
1815,7,0,0,0,2,0,1,2,1,1,1,1,1,2,2,2,0,33,2
1815,8,0,0,0,2,0,1,2,2,1,1,1,2,2,2,2,2,02,1
1815,9,0,0,1,2,0,1,1,2,1,1,1,2,2,2,2,2,10,2
1815,10,0,0,1,2,2,2,2,2,2,2,1,2,2,2,2,2,00,1
1815,11,1,0,1,2,2,1,2,2,2,2,1,2,2,2,2,2,01,2
1816,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,13,1
1816,1,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,0,03,2
1816,2,0,0,0,2,0,1,2,1,0,2,1,0,0,0,0,0,31,1
1816,3,0,0,0,2,0,1,2,1,0,1,1,0,0,1,0,0,30,2
1816,4,0,0,0,2,0,1,2,1,0,2,1,0,2,1,0,0,20,1
1816,5,0,0,0,2,0,1,2,1,1,1,1,0,2,1,0,0,10,2
1816,6,0,0,0,2,2,2,2,1,2,1,1,0,2,1,0,0,00,1
1816,7,1,0,0,2,2,1,2,1,2,1,1,0,2,1,0,0,23,2
1816,8,1,0,0,2,2,1,2,2,2,2,2,2,2,1,0,0,33,1
1816,9,1,0,0,2,2,1,2,2,2,2,1,2,2,1,0,1,01,2
1816,10,1,2,0,2,2,2,2,2,2,2,1,2,2,1,0,1,02,1
1816,11,1,1,1,2,2,2,1,2,2,2,1,2,2,1,0,1,32,2
1817,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,02,1
1817,1,0,0,1,0,0,1,1,0,0,2,1,0,0,0,0,0,03,2
1817,2,0,0,1,2,0,1,2,0,0,2,1,0,0,0,0,0,31,1
1817,3,0,0,1,2,0,1,2,0,0,1,1,0,0,1,0,0,30,2
1817,4,0,0,1,2,0,1,2,0,0,2,1,0,2,1,0,0,20,1
1817,5,0,0,1,2,0,1,2,0,1,1,1,0,2,1,0,0,32,2
1817,6,0,0,1,2,0,1,2,0,1,1,2,0,2,2,2,0,13,1
1817,7,0,0,1,2,0,1,1,1,1,1,2,0,2,2,2,0,00,2
1817,8,2,0,1,2,0,2,1,1,1,1,2,0,2,2,2,0,23,1
1817,9,2,0,1,2,0,2,1,1,1,1,1,1,2,2,2,0,33,2
1817,10,2,0,1,2,0,2,1,2,1,1,2,2,2,2,2,2,01,1
1817,11,2,1,1,2,0,1,1,2,1,1,2,2,2,2,2,2,10,2
1818,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,02,1
1818,1,0,0,1,0,0,1,1,0,0,2,1,0,0,0,0,0,03,2
1818,2,0,0,1,2,0,1,2,0,0,2,1,0,0,0,0,0,31,1
1818,3,0,0,1,2,0,1,2,0,0,1,1,0,0,1,0,0,30,2
1818,4,0,0,1,2,0,1,2,0,0,2,1,0,2,1,0,0,13,1
1818,5,0,0,1,2,0,1,1,1,0,2,1,0,2,1,0,0,23,2
1818,6,0,0,1,2,0,1,1,2,0,2,2,2,2,1,0,0,32,1
1818,7,0,0,1,2,0,1,1,2,0,2,1,2,2,1,1,0,33,2
1818,8,0,0,1,2,0,1,1,2,0,2,1,2,2,2,2,2,20,1
1818,9,0,0,1,2,0,1,1,2,1,1,1,2,2,2,2,2,00,2
1818,10,2,0,1,2,0,2,1,2,1,1,2,2,2,2,2,2,10,1
1818,11,2,0,1,2,1,1,1,2,1,1,2,2,2,2,2,2,01,2
1819,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,20,1
1819,1,0,0,0,0,0,1,2,0,1,1,1,0,0,0,0,0,30,2
1819,2,0,0,0,0,0,1,2,0,1,2,1,0,2,0,0,0,13,1
1819,3,0,0,0,0,0,1,1,1,1,2,1,0,2,0,0,0,03,2
1819,4,0,0,0,2,0,1,2,1,1,2,1,0,2,0,0,0,31,1
1819,5,0,0,0,2,0,1,2,1,1,1,1,0,2,1,0,0,32,2
1819,6,0,0,0,2,0,1,2,1,1,1,2,0,2,2,2,0,33,1
1819,7,0,0,0,2,0,1,2,1,1,1,1,0,2,2,2,1,01,2
1819,8,0,2,0,2,0,2,2,1,1,2,1,0,2,2,2,1,00,1
1819,9,1,2,0,2,0,1,2,1,1,2,1,0,2,2,2,1,10,2
1819,10,1,2,0,2,2,2,2,1,2,2,1,0,2,2,2,1,02,1
1819,11,1,1,1,2,2,2,1,1,2,2,1,0,2,2,2,1,23,2
1820,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,31,1
1820,1,0,0,0,0,0,1,2,0,0,1,1,0,0,1,0,0,30,2
1820,2,0,0,0,0,0,1,2,0,0,2,1,0,2,1,0,0,02,1
1820,3,0,0,1,0,0,1,1,0,0,2,1,0,2,1,0,0,03,2
1820,4,0,0,1,2,0,1,2,0,0,2,1,0,2,1,0,0,20,1
1820,5,0,0,1,2,0,1,2,0,1,1,1,0,2,1,0,0,10,2
1820,6,0,0,1,2,2,2,2,0,2,1,1,0,2,1,0,0,01,1
1820,7,0,1,1,2,2,1,2,0,2,1,1,0,2,1,0,0,23,2
1820,8,0,1,1,2,2,1,2,0,2,2,2,2,2,1,0,0,33,1
1820,9,0,1,1,2,2,1,2,0,2,2,1,2,2,1,0,1,00,2
1820,10,2,2,2,2,2,1,2,0,2,2,1,2,2,1,0,1,13,1
1820,11,2,2,2,2,2,1,1,1,2,2,1,1,2,1,0,1,32,2
1821,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,20,1
1821,1,0,0,0,0,0,1,2,0,1,1,1,0,0,0,0,0,30,2
1821,2,0,0,0,0,0,1,2,0,1,2,1,0,2,0,0,0,13,1
1821,3,0,0,0,0,0,1,1,1,1,2,1,0,2,0,0,0,03,2
1821,4,0,0,0,2,0,1,2,1,1,2,1,0,2,0,0,0,02,1
1821,5,0,0,1,2,0,1,1,1,1,2,1,0,2,0,0,0,01,2
1821,6,0,2,2,2,0,2,1,1,1,2,1,0,2,0,0,0,00,1
1821,7,1,2,2,2,0,1,1,1,1,2,1,0,2,0,0,0,32,2
1821,8,1,2,2,2,0,1,2,1,1,2,2,0,2,0,2,0,31,1
1821,9,1,2,2,2,0,1,2,1,1,1,1,0,2,1,2,0,23,2
1821,10,1,2,2,2,0,1,2,2,1,1,1,2,2,1,2,0,33,1
1821,11,1,2,2,2,0,1,2,2,1,1,1,2,2,1,1,1,10,2
1822,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,31,1
1822,1,0,0,0,0,0,1,2,0,0,1,1,0,0,1,0,0,30,2
1822,2,0,0,0,0,0,1,2,0,0,2,1,0,2,1,0,0,13,1
1822,3,0,0,0,0,0,1,1,1,0,2,1,0,2,1,0,0,03,2
1822,4,0,0,0,2,0,1,2,1,0,2,1,0,2,1,0,0,20,1
1822,5,0,0,0,2,0,1,2,1,1,1,1,0,2,1,0,0,10,2
1822,6,0,0,0,2,2,2,2,1,2,1,1,0,2,1,0,0,02,1
1822,7,0,0,1,2,2,2,1,1,2,1,1,0,2,1,0,0,32,2
1822,8,0,0,1,2,2,2,1,1,2,2,1,0,2,2,2,0,00,1
1822,9,1,0,1,2,2,1,1,1,2,2,1,0,2,2,2,0,23,2
1822,10,1,0,1,2,2,1,1,2,2,2,2,2,2,2,2,0,33,1
1822,11,1,0,1,2,2,1,1,2,2,2,1,2,2,2,2,1,01,2
1823,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,02,1
1823,1,0,0,1,0,0,1,1,0,0,2,1,0,0,0,0,0,03,2
1823,2,0,0,1,2,0,1,2,0,0,2,1,0,0,0,0,0,31,1
1823,3,0,0,1,2,0,1,2,0,0,1,1,0,0,1,0,0,30,2
1823,4,0,0,1,2,0,1,2,0,0,2,1,0,2,1,0,0,13,1
1823,5,0,0,1,2,0,1,1,1,0,2,1,0,2,1,0,0,23,2
1823,6,0,0,1,2,0,1,1,2,0,2,2,2,2,1,0,0,32,1
1823,7,0,0,1,2,0,1,1,2,0,2,1,2,2,1,1,0,10,2
1823,8,0,0,1,2,2,2,2,2,0,2,1,2,2,1,1,0,01,1
1823,9,0,1,1,2,2,1,2,2,0,1,1,2,2,1,1,0,20,2
1823,10,0,1,1,2,2,1,2,2,2,2,2,2,2,1,1,0,33,1
1823,11,0,1,1,2,2,1,2,2,2,2,1,2,2,1,1,1,00,2
1824,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,31,1
1824,1,0,0,0,0,0,1,2,0,0,1,1,0,0,1,0,0,30,2
1824,2,0,0,0,0,0,1,2,0,0,2,1,0,2,1,0,0,02,1
1824,3,0,0,1,0,0,1,1,0,0,2,1,0,2,1,0,0,03,2
1824,4,0,0,1,2,0,1,2,0,0,2,1,0,2,1,0,0,20,1
1824,5,0,0,1,2,0,1,2,0,1,1,1,0,2,1,0,0,32,2
1824,6,0,0,1,2,0,1,2,0,1,1,2,0,2,2,2,0,33,1
1824,7,0,0,1,2,0,1,2,0,1,1,1,0,2,2,2,1,01,2
1824,8,0,2,2,2,0,2,2,0,1,2,1,0,2,2,2,1,00,1
1824,9,1,2,2,2,0,1,2,0,1,2,1,0,2,2,2,1,23,2
1824,10,1,2,2,2,0,1,2,0,1,2,2,2,2,2,2,1,13,1
1824,11,1,2,2,2,0,1,1,1,1,2,2,1,2,2,2,1,10,2
1825,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,20,1
1825,1,0,0,0,0,0,1,2,0,1,1,1,0,0,0,0,0,30,2
1825,2,0,0,0,0,0,1,2,0,1,2,1,0,2,0,0,0,13,1
1825,3,0,0,0,0,0,1,1,1,1,2,1,0,2,0,0,0,03,2
1825,4,0,0,0,2,0,1,2,1,1,2,1,0,2,0,0,0,31,1
1825,5,0,0,0,2,0,1,2,1,1,1,1,0,2,1,0,0,32,2
1825,6,0,0,0,2,0,1,2,1,1,1,2,0,2,2,2,0,23,1
1825,7,0,0,0,2,0,1,2,1,1,1,1,1,2,2,2,0,33,2
1825,8,0,0,0,2,0,1,2,2,1,1,1,2,2,2,2,2,02,1
1825,9,0,0,1,2,0,1,1,2,1,1,1,2,2,2,2,2,01,2
1825,10,0,2,2,2,0,2,2,2,1,2,1,2,2,2,2,2,00,1
1825,11,1,2,2,2,0,1,2,2,1,2,1,2,2,2,2,2,10,2
1826,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,20,1
1826,1,0,0,0,0,0,1,2,0,1,1,1,0,0,0,0,0,30,2
1826,2,0,0,0,0,0,1,2,0,1,2,1,0,2,0,0,0,02,1
1826,3,0,0,1,0,0,1,1,0,1,2,1,0,2,0,0,0,03,2
1826,4,0,0,1,2,0,1,2,0,1,2,1,0,2,0,0,0,13,1
1826,5,0,0,1,2,0,1,1,1,1,2,1,0,2,0,0,0,23,2
1826,6,0,0,1,2,0,1,1,2,1,2,2,2,2,0,0,0,32,1
1826,7,0,0,1,2,0,1,1,2,1,2,1,2,2,0,1,0,10,2
1826,8,0,0,1,2,2,2,2,2,2,2,1,2,2,0,1,0,00,1
1826,9,1,0,1,2,2,1,2,2,2,2,1,2,2,0,1,0,01,2
1827,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,20,1
1827,1,0,0,0,0,0,1,2,0,1,1,1,0,0,0,0,0,30,2
1827,2,0,0,0,0,0,1,2,0,1,2,1,0,2,0,0,0,02,1
1827,3,0,0,1,0,0,1,1,0,1,2,1,0,2,0,0,0,03,2
1827,4,0,0,1,2,0,1,2,0,1,2,1,0,2,0,0,0,31,1
1827,5,0,0,1,2,0,1,2,0,1,1,1,0,2,1,0,0,10,2
1827,6,0,0,1,2,2,2,2,0,2,1,1,0,2,1,0,0,00,1
1827,7,1,0,1,2,2,1,2,0,2,1,1,0,2,1,0,0,23,2
1827,8,1,0,1,2,2,1,2,0,2,2,2,2,2,1,0,0,13,1
1827,9,1,0,1,2,2,1,1,1,2,2,1,2,2,1,0,0,01,2
1827,10,1,2,2,2,2,2,2,1,2,2,1,2,2,1,0,0,33,1
1827,11,1,2,2,2,2,2,2,1,2,2,1,1,2,1,0,1,32,2
1828,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,20,1
1828,1,0,0,0,0,0,1,2,0,1,1,1,0,0,0,0,0,30,2
1828,2,0,0,0,0,0,1,2,0,1,2,1,0,2,0,0,0,13,1
1828,3,0,0,0,0,0,1,1,1,1,2,1,0,2,0,0,0,03,2
1828,4,0,0,0,2,0,1,2,1,1,2,1,0,2,0,0,0,02,1
1828,5,0,0,1,2,0,1,1,1,1,2,1,0,2,0,0,0,23,2
1828,6,0,0,1,2,0,1,1,2,1,2,2,2,2,0,0,0,31,1
1828,7,0,0,1,2,0,1,1,2,1,1,2,2,2,1,0,0,00,2
1828,8,2,0,1,2,0,2,1,2,1,1,2,2,2,1,0,0,32,1
1828,9,2,0,1,2,0,2,1,2,1,1,1,2,2,1,1,0,10,2
1828,10,2,0,1,2,2,2,1,2,2,1,1,2,2,1,1,0,01,1
1828,11,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,0,33,2
1829,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,13,1
1829,1,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,0,03,2
1829,2,0,0,0,2,0,1,2,1,0,2,1,0,0,0,0,0,20,1
1829,3,0,0,0,2,0,1,2,1,1,1,1,0,0,0,0,0,30,2
1829,4,0,0,0,2,0,1,2,1,1,2,1,0,2,0,0,0,31,1
1829,5,0,0,0,2,0,1,2,1,1,1,1,0,2,1,0,0,32,2
1829,6,0,0,0,2,0,1,2,1,1,1,2,0,2,2,2,0,33,1
1829,7,0,0,0,2,0,1,2,1,1,1,1,0,2,2,2,1,23,2
1829,8,0,0,0,2,0,1,2,2,1,1,1,2,2,2,2,1,02,1
1829,9,0,0,1,2,0,1,1,2,1,1,1,2,2,2,2,1,10,2
1829,10,0,0,1,2,2,2,2,2,2,2,1,2,2,2,2,1,00,1
1829,11,1,0,1,2,2,1,2,2,2,2,1,2,2,2,2,1,01,2
1830,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,20,1
1830,1,0,0,0,0,0,1,2,0,1,1,1,0,0,0,0,0,30,2
1830,2,0,0,0,0,0,1,2,0,1,2,1,0,2,0,0,0,02,1
1830,3,0,0,1,0,0,1,1,0,1,2,1,0,2,0,0,0,03,2
1830,4,0,0,1,2,0,1,2,0,1,2,1,0,2,0,0,0,13,1
1830,5,0,0,1,2,0,1,1,1,1,2,1,0,2,0,0,0,01,2
1830,6,0,2,2,2,0,2,1,1,1,2,1,0,2,0,0,0,00,1
1830,7,1,2,2,2,0,1,1,1,1,2,1,0,2,0,0,0,23,2
1830,8,1,2,2,2,0,1,2,2,1,2,2,2,2,0,0,0,33,1
1830,9,1,2,2,2,0,1,2,2,1,2,1,2,2,0,0,1,32,2
1830,10,1,2,2,2,0,1,2,2,1,2,2,2,2,0,2,1,31,1
1830,11,1,2,2,2,0,1,2,2,1,1,2,2,2,1,1,1,10,2
1831,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,20,1
1831,1,0,0,0,0,0,1,2,0,1,1,1,0,0,0,0,0,30,2
1831,2,0,0,0,0,0,1,2,0,1,2,1,0,2,0,0,0,02,1
1831,3,0,0,1,0,0,1,1,0,1,2,1,0,2,0,0,0,03,2
1831,4,0,0,1,2,0,1,2,0,1,2,1,0,2,0,0,0,13,1
1831,5,0,0,1,2,0,1,1,1,1,2,1,0,2,0,0,0,01,2
1831,6,0,2,2,2,0,2,1,1,1,2,1,0,2,0,0,0,10,1
1831,7,0,2,2,2,1,1,1,1,1,2,1,0,2,0,0,0,23,2
1831,8,0,2,2,2,1,1,2,2,1,2,2,2,2,0,0,0,31,1
1831,9,0,2,2,2,1,1,2,2,1,1,2,2,2,1,0,0,00,2
1832,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,02,1
1832,1,0,0,1,0,0,1,1,0,0,2,1,0,0,0,0,0,03,2
1832,2,0,0,1,2,0,1,2,0,0,2,1,0,0,0,0,0,31,1
1832,3,0,0,1,2,0,1,2,0,0,1,1,0,0,1,0,0,30,2
1832,4,0,0,1,2,0,1,2,0,0,2,1,0,2,1,0,0,13,1
1832,5,0,0,1,2,0,1,1,1,0,2,1,0,2,1,0,0,01,2
1832,6,0,2,2,2,0,2,1,1,0,2,1,0,2,1,0,0,00,1
1832,7,1,2,2,2,0,1,1,1,0,2,1,0,2,1,0,0,23,2
1832,8,1,2,2,2,0,1,2,2,0,2,2,2,2,1,0,0,33,1
1832,9,1,2,2,2,0,1,2,2,0,2,1,2,2,1,0,1,10,2
1832,10,1,2,2,2,2,2,2,2,0,2,1,2,2,1,0,1,20,1
1832,11,1,2,2,2,1,2,2,2,1,1,1,2,2,1,0,1,32,2
1833,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,31,1
1833,1,0,0,0,0,0,1,2,0,0,1,1,0,0,1,0,0,30,2
1833,2,0,0,0,0,0,1,2,0,0,2,1,0,2,1,0,0,02,1
1833,3,0,0,1,0,0,1,1,0,0,2,1,0,2,1,0,0,03,2
1833,4,0,0,1,2,0,1,2,0,0,2,1,0,2,1,0,0,13,1
1833,5,0,0,1,2,0,1,1,1,0,2,1,0,2,1,0,0,23,2
1833,6,0,0,1,2,0,1,1,2,0,2,2,2,2,1,0,0,32,1
1833,7,0,0,1,2,0,1,1,2,0,2,1,2,2,1,1,0,10,2
1833,8,0,0,1,2,2,2,2,2,0,2,1,2,2,1,1,0,01,1
1833,9,0,1,1,2,2,1,2,2,0,1,1,2,2,1,1,0,00,2
1834,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,02,1
1834,1,0,0,1,0,0,1,1,0,0,2,1,0,0,0,0,0,03,2
1834,2,0,0,1,2,0,1,2,0,0,2,1,0,0,0,0,0,20,1
1834,3,0,0,1,2,0,1,2,0,1,1,1,0,0,0,0,0,30,2
1834,4,0,0,1,2,0,1,2,0,1,2,1,0,2,0,0,0,13,1
1834,5,0,0,1,2,0,1,1,1,1,2,1,0,2,0,0,0,23,2
1834,6,0,0,1,2,0,1,1,2,1,2,2,2,2,0,0,0,31,1
1834,7,0,0,1,2,0,1,1,2,1,1,2,2,2,1,0,0,00,2
1834,8,2,0,1,2,0,2,1,2,1,1,2,2,2,1,0,0,01,1
1834,9,2,1,1,2,0,1,1,2,1,1,2,2,2,1,0,0,32,2
1834,10,2,1,1,2,0,1,1,2,1,1,2,2,2,2,2,0,33,1
1834,11,2,1,1,2,0,1,1,2,1,1,1,2,2,2,2,1,10,2
1835,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,20,1
1835,1,0,0,0,0,0,1,2,0,1,1,1,0,0,0,0,0,30,2
1835,2,0,0,0,0,0,1,2,0,1,2,1,0,2,0,0,0,13,1
1835,3,0,0,0,0,0,1,1,1,1,2,1,0,2,0,0,0,03,2
1835,4,0,0,0,2,0,1,2,1,1,2,1,0,2,0,0,0,31,1
1835,5,0,0,0,2,0,1,2,1,1,1,1,0,2,1,0,0,32,2
1835,6,0,0,0,2,0,1,2,1,1,1,2,0,2,2,2,0,33,1
1835,7,0,0,0,2,0,1,2,1,1,1,1,0,2,2,2,1,23,2
1835,8,0,0,0,2,0,1,2,2,1,1,1,2,2,2,2,1,02,1
1835,9,0,0,1,2,0,1,1,2,1,1,1,2,2,2,2,1,10,2
1835,10,0,0,1,2,2,2,2,2,2,2,1,2,2,2,2,1,00,1
1835,11,1,0,1,2,2,1,2,2,2,2,1,2,2,2,2,1,01,2
1836,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,20,1
1836,1,0,0,0,0,0,1,2,0,1,1,1,0,0,0,0,0,30,2
1836,2,0,0,0,0,0,1,2,0,1,2,1,0,2,0,0,0,02,1
1836,3,0,0,1,0,0,1,1,0,1,2,1,0,2,0,0,0,03,2
1836,4,0,0,1,2,0,1,2,0,1,2,1,0,2,0,0,0,13,1
1836,5,0,0,1,2,0,1,1,1,1,2,1,0,2,0,0,0,23,2
1836,6,0,0,1,2,0,1,1,2,1,2,2,2,2,0,0,0,32,1
1836,7,0,0,1,2,0,1,1,2,1,2,1,2,2,0,1,0,31,2
1836,8,0,0,1,2,0,1,1,2,1,2,2,2,2,2,1,0,10,1
1836,9,0,0,1,2,1,1,1,2,1,1,2,2,2,2,1,0,33,2
1837,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,20,1
1837,1,0,0,0,0,0,1,2,0,1,1,1,0,0,0,0,0,30,2
1837,2,0,0,0,0,0,1,2,0,1,2,1,0,2,0,0,0,02,1
1837,3,0,0,1,0,0,1,1,0,1,2,1,0,2,0,0,0,03,2
1837,4,0,0,1,2,0,1,2,0,1,2,1,0,2,0,0,0,31,1
1837,5,0,0,1,2,0,1,2,0,1,1,1,0,2,1,0,0,10,2
1837,6,0,0,1,2,2,2,2,0,2,1,1,0,2,1,0,0,01,1
1837,7,0,1,1,2,2,1,2,0,2,1,1,0,2,1,0,0,23,2
1837,8,0,1,1,2,2,1,2,0,2,2,2,2,2,1,0,0,13,1
1837,9,0,1,1,2,2,1,1,1,2,2,1,2,2,1,0,0,32,2
1837,10,0,1,1,2,2,1,1,1,2,2,1,2,2,2,2,0,33,1
1837,11,0,1,1,2,2,1,1,1,2,2,1,1,2,2,2,1,00,2
1838,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,13,1
1838,1,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,0,03,2
1838,2,0,0,0,2,0,1,2,1,0,2,1,0,0,0,0,0,20,1
