Game,Step,Cell_0_0,Cell_0_1,Cell_0_2,Cell_0_3,Cell_1_0,Cell_1_1,Cell_1_2,Cell_1_3,Cell_2_0,Cell_2_1,Cell_2_2,Cell_2_3,Cell_3_0,Cell_3_1,Cell_3_2,Cell_3_3,Move,Agent
550,2,0,0,0,2,0,1,2,1,0,2,1,0,0,0,0,0,31,1
550,3,0,0,0,2,0,1,2,1,0,1,1,0,0,1,0,0,30,2
550,4,0,0,0,2,0,1,2,1,0,2,1,0,2,1,0,0,20,1
550,5,0,0,0,2,0,1,2,1,1,1,1,0,2,1,0,0,32,2
550,6,0,0,0,2,0,1,2,1,1,1,2,0,2,2,2,0,33,1
550,7,0,0,0,2,0,1,2,1,1,1,1,0,2,2,2,1,23,2
550,8,0,0,0,2,0,1,2,2,1,1,1,2,2,2,2,1,02,1
550,9,0,0,1,2,0,1,1,2,1,1,1,2,2,2,2,1,01,2
550,10,0,2,2,2,0,2,2,2,1,2,1,2,2,2,2,1,00,1
550,11,1,2,2,2,0,1,2,2,1,2,1,2,2,2,2,1,10,2
551,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,02,1
551,1,0,0,1,0,0,1,1,0,0,2,1,0,0,0,0,0,03,2
551,2,0,0,1,2,0,1,2,0,0,2,1,0,0,0,0,0,31,1
551,3,0,0,1,2,0,1,2,0,0,1,1,0,0,1,0,0,30,2
551,4,0,0,1,2,0,1,2,0,0,2,1,0,2,1,0,0,13,1
551,5,0,0,1,2,0,1,1,1,0,2,1,0,2,1,0,0,23,2
551,6,0,0,1,2,0,1,1,2,0,2,2,2,2,1,0,0,33,1
551,7,0,0,1,2,0,1,1,2,0,2,1,2,2,1,0,1,10,2
551,8,0,0,1,2,2,2,2,2,0,2,1,2,2,1,0,1,01,1
551,9,0,1,1,2,2,1,2,2,0,1,1,2,2,1,0,1,20,2
551,10,0,1,1,2,2,1,2,2,2,2,2,2,2,1,0,1,32,1
551,11,0,1,1,2,2,1,1,2,2,2,1,2,2,1,1,1,00,2
552,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,31,1
552,1,0,0,0,0,0,1,2,0,0,1,1,0,0,1,0,0,30,2
552,2,0,0,0,0,0,1,2,0,0,2,1,0,2,1,0,0,02,1
552,3,0,0,1,0,0,1,1,0,0,2,1,0,2,1,0,0,03,2
552,4,0,0,1,2,0,1,2,0,0,2,1,0,2,1,0,0,13,1
552,5,0,0,1,2,0,1,1,1,0,2,1,0,2,1,0,0,23,2
552,6,0,0,1,2,0,1,1,2,0,2,2,2,2,1,0,0,33,1
552,7,0,0,1,2,0,1,1,2,0,2,1,2,2,1,0,1,10,2
552,8,0,0,1,2,2,2,2,2,0,2,1,2,2,1,0,1,01,1
552,9,0,1,1,2,2,1,2,2,0,1,1,2,2,1,0,1,20,2
552,10,0,1,1,2,2,1,2,2,2,2,2,2,2,1,0,1,32,1
552,11,0,1,1,2,2,1,1,2,2,2,1,2,2,1,1,1,00,2
553,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,31,1
553,1,0,0,0,0,0,1,2,0,0,1,1,0,0,1,0,0,30,2
553,2,0,0,0,0,0,1,2,0,0,2,1,0,2,1,0,0,13,1
553,3,0,0,0,0,0,1,1,1,0,2,1,0,2,1,0,0,03,2
553,4,0,0,0,2,0,1,2,1,0,2,1,0,2,1,0,0,20,1
553,5,0,0,0,2,0,1,2,1,1,1,1,0,2,1,0,0,32,2
553,6,0,0,0,2,0,1,2,1,1,1,2,0,2,2,2,0,23,1
553,7,0,0,0,2,0,1,2,1,1,1,1,1,2,2,2,0,01,2
553,8,0,2,0,2,0,2,2,1,1,2,1,1,2,2,2,0,00,1
553,9,1,2,0,2,0,1,2,1,1,2,1,1,2,2,2,0,33,2
553,10,1,2,0,2,0,1,2,2,1,2,1,2,2,2,2,2,02,1
553,11,1,1,1,2,0,1,1,2,1,2,1,2,2,2,2,2,10,2
554,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,13,1
554,1,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,0,03,2
554,2,0,0,0,2,0,1,2,1,0,2,1,0,0,0,0,0,20,1
554,3,0,0,0,2,0,1,2,1,1,1,1,0,0,0,0,0,30,2
554,4,0,0,0,2,0,1,2,1,1,2,1,0,2,0,0,0,31,1
554,5,0,0,0,2,0,1,2,1,1,1,1,0,2,1,0,0,10,2
554,6,0,0,0,2,2,2,2,1,2,1,1,0,2,1,0,0,02,1
554,7,0,0,1,2,2,2,1,1,2,1,1,0,2,1,0,0,01,2
554,8,0,2,2,2,2,2,1,1,2,1,1,0,2,1,0,0,00,1
554,9,1,2,2,2,2,1,1,1,2,1,1,0,2,1,0,0,32,2
554,10,1,2,2,2,2,1,2,1,2,2,2,0,2,2,2,0,33,1
554,11,1,2,2,2,2,1,2,1,2,2,1,0,2,2,2,1,23,2
555,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,20,1
555,1,0,0,0,0,0,1,2,0,1,1,1,0,0,0,0,0,30,2
555,2,0,0,0,0,0,1,2,0,1,2,1,0,2,0,0,0,02,1
555,3,0,0,1,0,0,1,1,0,1,2,1,0,2,0,0,0,03,2
555,4,0,0,1,2,0,1,2,0,1,2,1,0,2,0,0,0,31,1
555,5,0,0,1,2,0,1,2,0,1,1,1,0,2,1,0,0,10,2
555,6,0,0,1,2,2,2,2,0,2,1,1,0,2,1,0,0,01,1
555,7,0,1,1,2,2,1,2,0,2,1,1,0,2,1,0,0,32,2
555,8,0,1,1,2,2,1,2,0,2,2,2,0,2,2,2,0,33,1
555,9,0,1,1,2,2,1,2,0,2,2,1,0,2,2,2,1,23,2
555,10,0,1,1,2,2,1,2,0,2,2,2,2,2,2,2,1,13,1
555,11,0,1,1,2,2,1,1,1,2,2,2,1,2,2,2,1,00,2
556,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,02,1
556,1,0,0,1,0,0,1,1,0,0,2,1,0,0,0,0,0,03,2
556,2,0,0,1,2,0,1,2,0,0,2,1,0,0,0,0,0,31,1
556,3,0,0,1,2,0,1,2,0,0,1,1,0,0,1,0,0,30,2
556,4,0,0,1,2,0,1,2,0,0,2,1,0,2,1,0,0,20,1
556,5,0,0,1,2,0,1,2,0,1,1,1,0,2,1,0,0,10,2
556,6,0,0,1,2,2,2,2,0,2,1,1,0,2,1,0,0,00,1
556,7,1,0,1,2,2,1,2,0,2,1,1,0,2,1,0,0,32,2
556,8,1,0,1,2,2,1,2,0,2,2,2,0,2,2,2,0,33,1
556,9,1,0,1,2,2,1,2,0,2,2,1,0,2,2,2,1,13,2
557,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,20,1
557,1,0,0,0,0,0,1,2,0,1,1,1,0,0,0,0,0,30,2
557,2,0,0,0,0,0,1,2,0,1,2,1,0,2,0,0,0,13,1
557,3,0,0,0,0,0,1,1,1,1,2,1,0,2,0,0,0,03,2
557,4,0,0,0,2,0,1,2,1,1,2,1,0,2,0,0,0,02,1
557,5,0,0,1,2,0,1,1,1,1,2,1,0,2,0,0,0,23,2
557,6,0,0,1,2,0,1,1,2,1,2,2,2,2,0,0,0,32,1
557,7,0,0,1,2,0,1,1,2,1,2,1,2,2,0,1,0,10,2
557,8,0,0,1,2,2,2,2,2,2,2,1,2,2,0,1,0,00,1
557,9,1,0,1,2,2,1,2,2,2,2,1,2,2,0,1,0,01,2
558,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,31,1
558,1,0,0,0,0,0,1,2,0,0,1,1,0,0,1,0,0,30,2
558,2,0,0,0,0,0,1,2,0,0,2,1,0,2,1,0,0,13,1
558,3,0,0,0,0,0,1,1,1,0,2,1,0,2,1,0,0,03,2
558,4,0,0,0,2,0,1,2,1,0,2,1,0,2,1,0,0,02,1
558,5,0,0,1,2,0,1,1,1,0,2,1,0,2,1,0,0,01,2
558,6,0,2,2,2,0,2,1,1,0,2,1,0,2,1,0,0,00,1
558,7,1,2,2,2,0,1,1,1,0,2,1,0,2,1,0,0,23,2
558,8,1,2,2,2,0,1,2,2,0,2,2,2,2,1,0,0,33,1
558,9,1,2,2,2,0,1,2,2,0,2,1,2,2,1,0,1,32,2
559,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,20,1
559,1,0,0,0,0,0,1,2,0,1,1,1,0,0,0,0,0,30,2
559,2,0,0,0,0,0,1,2,0,1,2,1,0,2,0,0,0,02,1
559,3,0,0,1,0,0,1,1,0,1,2,1,0,2,0,0,0,03,2
559,4,0,0,1,2,0,1,2,0,1,2,1,0,2,0,0,0,31,1
559,5,0,0,1,2,0,1,2,0,1,1,1,0,2,1,0,0,32,2
559,6,0,0,1,2,0,1,2,0,1,1,2,0,2,2,2,0,13,1
559,7,0,0,1,2,0,1,1,1,1,1,2,0,2,2,2,0,10,2
559,8,0,0,1,2,2,1,1,1,2,2,2,0,2,2,2,0,33,1
559,9,0,0,1,2,2,1,1,1,2,2,1,0,2,2,2,1,01,2
559,10,0,2,2,2,2,2,1,1,2,2,1,0,2,2,2,1,00,1
559,11,1,2,2,2,2,1,1,1,2,2,1,0,2,2,2,1,23,2
560,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,02,1
560,1,0,0,1,0,0,1,1,0,0,2,1,0,0,0,0,0,03,2
560,2,0,0,1,2,0,1,2,0,0,2,1,0,0,0,0,0,31,1
560,3,0,0,1,2,0,1,2,0,0,1,1,0,0,1,0,0,30,2
560,4,0,0,1,2,0,1,2,0,0,2,1,0,2,1,0,0,13,1
560,5,0,0,1,2,0,1,1,1,0,2,1,0,2,1,0,0,23,2
560,6,0,0,1,2,0,1,1,2,0,2,2,2,2,1,0,0,33,1
560,7,0,0,1,2,0,1,1,2,0,2,1,2,2,1,0,1,01,2
560,8,0,2,2,2,0,2,2,2,0,2,1,2,2,1,0,1,00,1
560,9,1,2,2,2,0,1,2,2,0,2,1,2,2,1,0,1,32,2
561,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,31,1
561,1,0,0,0,0,0,1,2,0,0,1,1,0,0,1,0,0,30,2
561,2,0,0,0,0,0,1,2,0,0,2,1,0,2,1,0,0,02,1
561,3,0,0,1,0,0,1,1,0,0,2,1,0,2,1,0,0,03,2
561,4,0,0,1,2,0,1,2,0,0,2,1,0,2,1,0,0,13,1
561,5,0,0,1,2,0,1,1,1,0,2,1,0,2,1,0,0,01,2
561,6,0,2,2,2,0,2,1,1,0,2,1,0,2,1,0,0,20,1
561,7,0,2,2,2,0,2,1,1,1,1,1,0,2,1,0,0,10,2
561,8,0,2,2,2,2,2,1,1,2,1,1,0,2,1,0,0,00,1
561,9,1,2,2,2,2,1,1,1,2,1,1,0,2,1,0,0,32,2
561,10,1,2,2,2,2,1,2,1,2,2,2,0,2,2,2,0,33,1
561,11,1,2,2,2,2,1,2,1,2,2,1,0,2,2,2,1,23,2
562,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,02,1
562,1,0,0,1,0,0,1,1,0,0,2,1,0,0,0,0,0,03,2
562,2,0,0,1,2,0,1,2,0,0,2,1,0,0,0,0,0,20,1
562,3,0,0,1,2,0,1,2,0,1,1,1,0,0,0,0,0,30,2
562,4,0,0,1,2,0,1,2,0,1,2,1,0,2,0,0,0,31,1
562,5,0,0,1,2,0,1,2,0,1,1,1,0,2,1,0,0,10,2
562,6,0,0,1,2,2,2,2,0,2,1,1,0,2,1,0,0,00,1
562,7,1,0,1,2,2,1,2,0,2,1,1,0,2,1,0,0,23,2
562,8,1,0,1,2,2,1,2,0,2,2,2,2,2,1,0,0,32,1
562,9,1,0,1,2,2,1,1,0,2,2,1,2,2,1,1,0,33,2
563,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,02,1
563,1,0,0,1,0,0,1,1,0,0,2,1,0,0,0,0,0,03,2
563,2,0,0,1,2,0,1,2,0,0,2,1,0,0,0,0,0,31,1
563,3,0,0,1,2,0,1,2,0,0,1,1,0,0,1,0,0,30,2
563,4,0,0,1,2,0,1,2,0,0,2,1,0,2,1,0,0,13,1
563,5,0,0,1,2,0,1,1,1,0,2,1,0,2,1,0,0,01,2
563,6,0,2,2,2,0,2,1,1,0,2,1,0,2,1,0,0,20,1
563,7,0,2,2,2,0,2,1,1,1,1,1,0,2,1,0,0,23,2
563,8,0,2,2,2,0,2,2,2,1,1,1,2,2,1,0,0,00,1
563,9,1,2,2,2,0,1,2,2,1,1,1,2,2,1,0,0,10,2
564,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,20,1
564,1,0,0,0,0,0,1,2,0,1,1,1,0,0,0,0,0,30,2
564,2,0,0,0,0,0,1,2,0,1,2,1,0,2,0,0,0,02,1
564,3,0,0,1,0,0,1,1,0,1,2,1,0,2,0,0,0,03,2
564,4,0,0,1,2,0,1,2,0,1,2,1,0,2,0,0,0,31,1
564,5,0,0,1,2,0,1,2,0,1,1,1,0,2,1,0,0,10,2
564,6,0,0,1,2,2,2,2,0,2,1,1,0,2,1,0,0,01,1
564,7,0,1,1,2,2,1,2,0,2,1,1,0,2,1,0,0,32,2
564,8,0,1,1,2,2,1,2,0,2,2,2,0,2,2,2,0,13,1
564,9,0,1,1,2,2,1,1,1,2,2,2,0,2,2,2,0,23,2
564,10,0,1,1,2,2,1,1,2,2,2,2,2,2,2,2,0,33,1
564,11,0,1,1,2,2,1,1,2,2,2,1,2,2,2,2,1,00,2
565,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,31,1
565,1,0,0,0,0,0,1,2,0,0,1,1,0,0,1,0,0,30,2
565,2,0,0,0,0,0,1,2,0,0,2,1,0,2,1,0,0,02,1
565,3,0,0,1,0,0,1,1,0,0,2,1,0,2,1,0,0,03,2
565,4,0,0,1,2,0,1,2,0,0,2,1,0,2,1,0,0,20,1
565,5,0,0,1,2,0,1,2,0,1,1,1,0,2,1,0,0,32,2
565,6,0,0,1,2,0,1,2,0,1,1,2,0,2,2,2,0,33,1
565,7,0,0,1,2,0,1,2,0,1,1,1,0,2,2,2,1,10,2
565,8,0,0,1,2,2,2,2,0,2,2,1,0,2,2,2,1,00,1
565,9,1,0,1,2,2,1,2,0,2,2,1,0,2,2,2,1,23,2
565,10,1,0,1,2,2,1,2,0,2,2,2,2,2,2,2,1,13,1
565,11,1,0,1,2,2,1,1,1,2,2,2,1,2,2,2,1,01,2
566,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,20,1
566,1,0,0,0,0,0,1,2,0,1,1,1,0,0,0,0,0,30,2
566,2,0,0,0,0,0,1,2,0,1,2,1,0,2,0,0,0,02,1
566,3,0,0,1,0,0,1,1,0,1,2,1,0,2,0,0,0,03,2
566,4,0,0,1,2,0,1,2,0,1,2,1,0,2,0,0,0,31,1
566,5,0,0,1,2,0,1,2,0,1,1,1,0,2,1,0,0,10,2
566,6,0,0,1,2,2,2,2,0,2,1,1,0,2,1,0,0,00,1
566,7,1,0,1,2,2,1,2,0,2,1,1,0,2,1,0,0,32,2
566,8,1,0,1,2,2,1,2,0,2,2,2,0,2,2,2,0,33,1
566,9,1,0,1,2,2,1,2,0,2,2,1,0,2,2,2,1,13,2
567,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,31,1
567,1,0,0,0,0,0,1,2,0,0,1,1,0,0,1,0,0,30,2
567,2,0,0,0,0,0,1,2,0,0,2,1,0,2,1,0,0,20,1
567,3,0,0,0,0,0,1,2,0,1,1,1,0,2,1,0,0,10,2
567,4,0,0,0,0,2,2,2,0,2,1,1,0,2,1,0,0,03,1
567,5,0,0,0,1,2,2,1,0,2,1,1,0,2,1,0,0,32,2
567,6,0,0,0,1,2,2,1,0,2,2,1,0,2,2,2,0,00,1
567,7,1,0,0,1,2,1,1,0,2,2,1,0,2,2,2,0,02,2
567,8,1,0,2,1,2,2,2,0,2,2,2,0,2,2,2,0,33,1
567,9,1,0,2,1,2,1,2,0,2,2,1,0,2,2,2,1,23,2
567,10,1,0,2,1,2,1,2,0,2,2,2,2,2,2,2,1,13,1
567,11,1,0,2,1,2,1,1,1,2,2,2,1,2,2,2,1,01,2
568,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,13,1
568,1,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,0,03,2
568,2,0,0,0,2,0,1,2,1,0,2,1,0,0,0,0,0,20,1
568,3,0,0,0,2,0,1,2,1,1,1,1,0,0,0,0,0,30,2
568,4,0,0,0,2,0,1,2,1,1,2,1,0,2,0,0,0,31,1
568,5,0,0,0,2,0,1,2,1,1,1,1,0,2,1,0,0,32,2
568,6,0,0,0,2,0,1,2,1,1,1,2,0,2,2,2,0,33,1
568,7,0,0,0,2,0,1,2,1,1,1,1,0,2,2,2,1,23,2
568,8,0,0,0,2,0,1,2,2,1,1,1,2,2,2,2,1,02,1
568,9,0,0,1,2,0,1,1,2,1,1,1,2,2,2,2,1,01,2
568,10,0,2,2,2,0,2,2,2,1,2,1,2,2,2,2,1,00,1
568,11,1,2,2,2,0,1,2,2,1,2,1,2,2,2,2,1,10,2
569,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,31,1
569,1,0,0,0,0,0,1,2,0,0,1,1,0,0,1,0,0,30,2
569,2,0,0,0,0,0,1,2,0,0,2,1,0,2,1,0,0,13,1
569,3,0,0,0,0,0,1,1,1,0,2,1,0,2,1,0,0,03,2
569,4,0,0,0,2,0,1,2,1,0,2,1,0,2,1,0,0,20,1
569,5,0,0,0,2,0,1,2,1,1,1,1,0,2,1,0,0,32,2
569,6,0,0,0,2,0,1,2,1,1,1,2,0,2,2,2,0,33,1
569,7,0,0,0,2,0,1,2,1,1,1,1,0,2,2,2,1,23,2
569,8,0,0,0,2,0,1,2,2,1,1,1,2,2,2,2,1,02,1
569,9,0,0,1,2,0,1,1,2,1,1,1,2,2,2,2,1,10,2
569,10,0,0,1,2,2,2,2,2,2,2,1,2,2,2,2,1,00,1
569,11,1,0,1,2,2,1,2,2,2,2,1,2,2,2,2,1,01,2
570,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,31,1
570,1,0,0,0,0,0,1,2,0,0,1,1,0,0,1,0,0,30,2
570,2,0,0,0,0,0,1,2,0,0,2,1,0,2,1,0,0,13,1
570,3,0,0,0,0,0,1,1,1,0,2,1,0,2,1,0,0,03,2
570,4,0,0,0,2,0,1,2,1,0,2,1,0,2,1,0,0,02,1
570,5,0,0,1,2,0,1,1,1,0,2,1,0,2,1,0,0,23,2
570,6,0,0,1,2,0,1,1,2,0,2,2,2,2,1,0,0,32,1
570,7,0,0,1,2,0,1,1,2,0,2,1,2,2,1,1,0,33,2
570,8,0,0,1,2,0,1,1,2,0,2,1,2,2,2,2,2,20,1
570,9,0,0,1,2,0,1,1,2,1,1,1,2,2,2,2,2,01,2
570,10,0,2,2,2,0,2,2,2,1,2,1,2,2,2,2,2,00,1
570,11,1,2,2,2,0,1,2,2,1,2,1,2,2,2,2,2,10,2
571,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,31,1
571,1,0,0,0,0,0,1,2,0,0,1,1,0,0,1,0,0,30,2
571,2,0,0,0,0,0,1,2,0,0,2,1,0,2,1,0,0,02,1
571,3,0,0,1,0,0,1,1,0,0,2,1,0,2,1,0,0,03,2
571,4,0,0,1,2,0,1,2,0,0,2,1,0,2,1,0,0,20,1
571,5,0,0,1,2,0,1,2,0,1,1,1,0,2,1,0,0,10,2
571,6,0,0,1,2,2,2,2,0,2,1,1,0,2,1,0,0,00,1
571,7,1,0,1,2,2,1,2,0,2,1,1,0,2,1,0,0,23,2
571,8,1,0,1,2,2,1,2,0,2,2,2,2,2,1,0,0,13,1
571,9,1,0,1,2,2,1,1,1,2,2,1,2,2,1,0,0,01,2
571,10,1,2,2,2,2,2,2,1,2,2,1,2,2,1,0,0,33,1
571,11,1,2,2,2,2,2,2,1,2,2,1,1,2,1,0,1,32,2
572,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,20,1
572,1,0,0,0,0,0,1,2,0,1,1,1,0,0,0,0,0,30,2
572,2,0,0,0,0,0,1,2,0,1,2,1,0,2,0,0,0,13,1
572,3,0,0,0,0,0,1,1,1,1,2,1,0,2,0,0,0,03,2
572,4,0,0,0,2,0,1,2,1,1,2,1,0,2,0,0,0,02,1
572,5,0,0,1,2,0,1,1,1,1,2,1,0,2,0,0,0,23,2
572,6,0,0,1,2,0,1,1,2,1,2,2,2,2,0,0,0,33,1
572,7,0,0,1,2,0,1,1,2,1,2,1,2,2,0,0,1,31,2
572,8,0,0,1,2,0,1,1,2,1,2,2,2,2,2,0,1,32,1
572,9,0,0,1,2,0,1,1,2,1,2,1,2,2,2,1,1,01,2
572,10,0,2,2,2,0,2,2,2,1,2,1,2,2,2,1,1,10,1
572,11,0,2,2,2,1,2,2,2,1,1,1,2,2,2,1,1,00,2
573,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,13,1
573,1,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,0,03,2
573,2,0,0,0,2,0,1,2,1,0,2,1,0,0,0,0,0,31,1
573,3,0,0,0,2,0,1,2,1,0,1,1,0,0,1,0,0,30,2
573,4,0,0,0,2,0,1,2,1,0,2,1,0,2,1,0,0,02,1
573,5,0,0,1,2,0,1,1,1,0,2,1,0,2,1,0,0,23,2
573,6,0,0,1,2,0,1,1,2,0,2,2,2,2,1,0,0,33,1
573,7,0,0,1,2,0,1,1,2,0,2,1,2,2,1,0,1,10,2
573,8,0,0,1,2,2,2,2,2,0,2,1,2,2,1,0,1,20,1
573,9,0,0,1,2,2,1,2,2,1,1,1,2,2,1,0,1,01,2
573,10,0,2,2,2,2,1,2,2,1,1,1,2,2,1,0,1,00,1
573,11,1,2,2,2,1,1,2,2,1,1,1,2,2,1,0,1,32,2
574,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,20,1
574,1,0,0,0,0,0,1,2,0,1,1,1,0,0,0,0,0,30,2
574,2,0,0,0,0,0,1,2,0,1,2,1,0,2,0,0,0,02,1
574,3,0,0,1,0,0,1,1,0,1,2,1,0,2,0,0,0,03,2
574,4,0,0,1,2,0,1,2,0,1,2,1,0,2,0,0,0,13,1
574,5,0,0,1,2,0,1,1,1,1,2,1,0,2,0,0,0,01,2
574,6,0,2,2,2,0,2,1,1,1,2,1,0,2,0,0,0,00,1
574,7,1,2,2,2,0,1,1,1,1,2,1,0,2,0,0,0,32,2
574,8,1,2,2,2,0,1,2,1,1,2,2,0,2,0,2,0,31,1
574,9,1,2,2,2,0,1,2,1,1,1,1,0,2,1,2,0,23,2
574,10,1,2,2,2,0,1,2,2,1,1,1,2,2,1,2,0,33,1
574,11,1,2,2,2,0,1,2,2,1,1,1,2,2,1,1,1,10,2
575,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,31,1
575,1,0,0,0,0,0,1,2,0,0,1,1,0,0,1,0,0,30,2
575,2,0,0,0,0,0,1,2,0,0,2,1,0,2,1,0,0,02,1
575,3,0,0,1,0,0,1,1,0,0,2,1,0,2,1,0,0,03,2
575,4,0,0,1,2,0,1,2,0,0,2,1,0,2,1,0,0,13,1
575,5,0,0,1,2,0,1,1,1,0,2,1,0,2,1,0,0,23,2
575,6,0,0,1,2,0,1,1,2,0,2,2,2,2,1,0,0,33,1
575,7,0,0,1,2,0,1,1,2,0,2,1,2,2,1,0,1,10,2
575,8,0,0,1,2,2,2,2,2,0,2,1,2,2,1,0,1,20,1
575,9,0,0,1,2,2,1,2,2,1,1,1,2,2,1,0,1,01,2
575,10,0,2,2,2,2,1,2,2,1,1,1,2,2,1,0,1,00,1
575,11,1,2,2,2,1,1,2,2,1,1,1,2,2,1,0,1,32,2
576,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,31,1
576,1,0,0,0,0,0,1,2,0,0,1,1,0,0,1,0,0,30,2
576,2,0,0,0,0,0,1,2,0,0,2,1,0,2,1,0,0,13,1
576,3,0,0,0,0,0,1,1,1,0,2,1,0,2,1,0,0,03,2
576,4,0,0,0,2,0,1,2,1,0,2,1,0,2,1,0,0,02,1
576,5,0,0,1,2,0,1,1,1,0,2,1,0,2,1,0,0,23,2
576,6,0,0,1,2,0,1,1,2,0,2,2,2,2,1,0,0,33,1
576,7,0,0,1,2,0,1,1,2,0,2,1,2,2,1,0,1,10,2
576,8,0,0,1,2,2,2,2,2,0,2,1,2,2,1,0,1,20,1
576,9,0,0,1,2,2,1,2,2,1,1,1,2,2,1,0,1,01,2
576,10,0,2,2,2,2,1,2,2,1,1,1,2,2,1,0,1,00,1
576,11,1,2,2,2,1,1,2,2,1,1,1,2,2,1,0,1,32,2
577,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,31,1
577,1,0,0,0,0,0,1,2,0,0,1,1,0,0,1,0,0,30,2
577,2,0,0,0,0,0,1,2,0,0,2,1,0,2,1,0,0,13,1
577,3,0,0,0,0,0,1,1,1,0,2,1,0,2,1,0,0,03,2
577,4,0,0,0,2,0,1,2,1,0,2,1,0,2,1,0,0,20,1
577,5,0,0,0,2,0,1,2,1,1,1,1,0,2,1,0,0,32,2
577,6,0,0,0,2,0,1,2,1,1,1,2,0,2,2,2,0,33,1
577,7,0,0,0,2,0,1,2,1,1,1,1,0,2,2,2,1,23,2
577,8,0,0,0,2,0,1,2,2,1,1,1,2,2,2,2,1,02,1
577,9,0,0,1,2,0,1,1,2,1,1,1,2,2,2,2,1,01,2
577,10,0,2,2,2,0,2,2,2,1,2,1,2,2,2,2,1,00,1
577,11,1,2,2,2,0,1,2,2,1,2,1,2,2,2,2,1,10,2
578,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,31,1
578,1,0,0,0,0,0,1,2,0,0,1,1,0,0,1,0,0,30,2
578,2,0,0,0,0,0,1,2,0,0,2,1,0,2,1,0,0,13,1
578,3,0,0,0,0,0,1,1,1,0,2,1,0,2,1,0,0,03,2
578,4,0,0,0,2,0,1,2,1,0,2,1,0,2,1,0,0,02,1
578,5,0,0,1,2,0,1,1,1,0,2,1,0,2,1,0,0,23,2
578,6,0,0,1,2,0,1,1,2,0,2,2,2,2,1,0,0,33,1
578,7,0,0,1,2,0,1,1,2,0,2,1,2,2,1,0,1,01,2
578,8,0,2,2,2,0,2,2,2,0,2,1,2,2,1,0,1,20,1
578,9,0,2,2,2,0,2,2,2,1,1,1,2,2,1,0,1,10,2
578,10,0,2,2,2,2,2,2,2,2,1,1,2,2,1,0,1,00,1
578,11,1,2,2,2,2,1,2,2,2,1,1,2,2,1,0,1,32,2
579,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,02,1
579,1,0,0,1,0,0,1,1,0,0,2,1,0,0,0,0,0,03,2
579,2,0,0,1,2,0,1,2,0,0,2,1,0,0,0,0,0,20,1
579,3,0,0,1,2,0,1,2,0,1,1,1,0,0,0,0,0,30,2
579,4,0,0,1,2,0,1,2,0,1,2,1,0,2,0,0,0,13,1
579,5,0,0,1,2,0,1,1,1,1,2,1,0,2,0,0,0,01,2
579,6,0,2,2,2,0,2,1,1,1,2,1,0,2,0,0,0,10,1
579,7,0,2,2,2,1,1,1,1,1,2,1,0,2,0,0,0,32,2
579,8,0,2,2,2,1,1,2,1,1,2,2,0,2,0,2,0,33,1
579,9,0,2,2,2,1,1,2,1,1,2,1,0,2,0,2,1,00,2
579,10,2,2,2,2,2,1,2,1,2,2,1,0,2,0,2,1,31,1
579,11,2,2,2,2,2,1,2,1,2,1,1,0,2,1,1,1,23,2
580,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,13,1
580,1,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,0,03,2
